Item#,Total sales,hour 1,hour 2,hour 3,hour 4,hour 5,hour 6,hour 7,hour 8,hour 9,hour 10,hour 11,hour 12,hour 13,hour 14,hour 15,hour 16,hour 17,hour 18,hour 19,hour 20,hour 21,hour 22,hour 23,hour 24
2065,3076,0.141,0.077,0.011,0.046,0.075,0.042,0.041,0.075,0.035,0.040,0.017,0.021,0.072,0.020,0.023,0.026,0.025,0.049,0.049,0.018,0.049,0.044,0.003,0.000
2066,3687,0.134,0.001,0.071,0.003,0.069,0.075,0.010,0.050,0.057,0.031,0.022,0.074,0.048,0.025,0.035,0.037,0.034,0.031,0.034,0.023,0.050,0.047,0.000,0.000
2067,5044,0.105,0.068,0.053,0.057,0.040,0.001,0.035,0.003,0.065,0.005,0.007,0.048,0.070,0.287,0.047,0.036,0.039,0.033,0.001,0.000,0.000,0.000,0.000,0.000
2068,3192,0.131,0.065,0.019,0.006,0.004,0.043,0.070,0.051,0.007,0.026,0.050,0.060,0.073,0.063,0.026,0.042,0.042,0.032,0.030,0.045,0.008,0.049,0.043,0.014
2069,3577,0.104,0.049,0.049,0.083,0.069,0.004,0.040,0.009,0.029,0.063,0.073,0.019,0.023,0.032,0.032,0.032,0.024,0.023,0.045,0.004,0.020,0.045,0.050,0.006
2070,4933,0.135,0.018,0.081,0.081,0.071,0.020,0.057,0.056,0.071,0.018,0.002,0.036,0.043,0.063,0.041,0.046,0.025,0.037,0.035,0.001,0.006,0.043,0.004,0.011
2071,5045,0.121,0.059,0.030,0.069,0.047,0.027,0.051,0.038,0.074,0.019,0.036,0.009,0.004,0.055,0.037,0.044,0.026,0.038,0.038,0.020,0.009,0.021,0.029,0.006
2072,4205,0.126,0.009,0.080,0.069,0.045,0.047,0.063,0.036,0.062,0.043,0.039,0.041,0.029,0.051,0.021,0.048,0.049,0.028,0.035,0.047,0.032,0.000,0.000,0.000
2073,3352,0.134,0.024,0.066,0.052,0.016,0.062,0.073,0.013,0.035,0.033,0.071,0.004,0.062,0.085,0.025,0.048,0.047,0.039,0.001,0.007,0.017,0.013,0.049,0.023
2074,5261,0.133,0.030,0.041,0.032,0.061,0.075,0.048,0.024,0.031,0.007,0.011,0.081,0.052,0.014,0.030,0.026,0.033,0.030,0.023,0.036,0.000,0.014,0.011,0.030
2075,2804,0.128,0.003,0.017,0.017,0.072,0.023,0.008,0.017,0.083,0.038,0.033,0.026,0.024,0.055,0.043,0.026,0.041,0.049,0.049,0.042,0.041,0.012,0.041,0.035
2076,4435,0.126,0.028,0.066,0.048,0.083,0.015,0.017,0.035,0.007,0.032,0.034,0.053,0.001,0.046,0.038,0.039,0.040,0.048,0.044,0.009,0.020,0.002,0.013,0.010
2077,5662,0.125,0.001,0.038,0.077,0.040,0.041,0.078,0.036,0.073,0.062,0.031,0.002,0.030,0.012,0.027,0.024,0.036,0.025,0.025,0.026,0.017,0.040,0.002,0.001
2078,4016,0.115,0.041,0.001,0.046,0.046,0.070,0.002,0.019,0.054,0.077,0.030,0.081,0.030,0.030,0.046,0.035,0.037,0.041,0.008,0.019,0.002,0.020,0.014,0.047
2079,5258,0.142,0.043,0.050,0.028,0.040,0.006,0.002,0.030,0.007,0.045,0.040,0.033,0.023,0.057,0.036,0.033,0.046,0.050,0.036,0.012,0.002,0.025,0.048,0.011
2080,7391,0.147,0.007,0.052,0.067,0.081,0.060,0.042,0.019,0.010,0.037,0.041,0.062,0.076,0.063,0.027,0.044,0.033,0.037,0.030,0.002,0.027,0.016,0.018,0.000
2081,3652,0.102,0.001,0.046,0.023,0.069,0.001,0.068,0.007,0.048,0.041,0.022,0.032,0.065,0.082,0.041,0.024,0.048,0.020,0.037,0.006,0.013,0.040,0.043,0.010
2082,3238,0.103,0.072,0.060,0.061,0.061,0.067,0.082,0.061,0.071,0.059,0.070,0.011,0.014,0.208,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2083,4237,0.111,0.073,0.068,0.044,0.015,0.076,0.029,0.018,0.051,0.040,0.041,0.011,0.055,0.055,0.028,0.021,0.037,0.040,0.005,0.020,0.048,0.038,0.033,0.000
2084,6681,0.119,0.043,0.074,0.022,0.055,0.046,0.063,0.058,0.018,0.047,0.075,0.059,0.061,0.019,0.021,0.028,0.035,0.044,0.041,0.030,0.024,0.017,0.000,0.000
2085,3350,0.139,0.061,0.034,0.023,0.077,0.051,0.058,0.012,0.083,0.056,0.061,0.035,0.041,0.128,0.049,0.046,0.039,0.008,0.000,0.000,0.000,0.000,0.000,0.000
2086,4566,0.148,0.045,0.064,0.018,0.011,0.068,0.010,0.056,0.030,0.009,0.077,0.058,0.061,0.038,0.045,0.030,0.025,0.047,0.040,0.019,0.026,0.046,0.000,0.000
2087,3484,0.140,0.082,0.030,0.075,0.045,0.061,0.061,0.056,0.023,0.048,0.081,0.056,0.054,0.187,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2088,4916,0.113,0.029,0.009,0.009,0.057,0.022,0.018,0.012,0.013,0.074,0.023,0.015,0.040,0.023,0.028,0.034,0.021,0.032,0.017,0.026,0.039,0.045,0.018,0.048
2089,3218,0.133,0.018,0.034,0.058,0.061,0.003,0.078,0.047,0.066,0.046,0.078,0.005,0.078,0.016,0.044,0.025,0.021,0.038,0.033,0.011,0.027,0.042,0.023,0.017
2090,6674,0.104,0.009,0.020,0.009,0.055,0.070,0.026,0.007,0.054,0.076,0.057,0.075,0.037,0.014,0.049,0.032,0.029,0.024,0.026,0.043,0.031,0.045,0.019,0.047
2091,5034,0.111,0.030,0.046,0.069,0.033,0.044,0.070,0.005,0.011,0.058,0.048,0.027,0.013,0.063,0.050,0.037,0.048,0.039,0.044,0.035,0.025,0.014,0.026,0.032
2092,5306,0.132,0.048,0.016,0.020,0.076,0.053,0.006,0.050,0.009,0.054,0.035,0.047,0.018,0.032,0.038,0.038,0.037,0.031,0.018,0.015,0.025,0.022,0.024,0.017
2093,4576,0.122,0.075,0.006,0.083,0.061,0.032,0.024,0.031,0.055,0.008,0.033,0.082,0.018,0.066,0.033,0.025,0.021,0.045,0.029,0.039,0.024,0.017,0.040,0.028
2094,4573,0.106,0.017,0.050,0.054,0.080,0.065,0.047,0.056,0.076,0.015,0.076,0.075,0.069,0.123,0.036,0.027,0.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2095,6026,0.132,0.031,0.069,0.027,0.005,0.030,0.068,0.014,0.082,0.072,0.067,0.038,0.070,0.090,0.025,0.044,0.039,0.024,0.045,0.027,0.002,0.000,0.000,0.000
2096,5534,0.140,0.039,0.070,0.033,0.043,0.062,0.015,0.016,0.082,0.061,0.066,0.046,0.019,0.034,0.032,0.047,0.025,0.036,0.017,0.008,0.037,0.002,0.005,0.035
2097,4079,0.147,0.051,0.077,0.062,0.016,0.004,0.003,0.007,0.043,0.082,0.078,0.047,0.079,0.023,0.047,0.040,0.040,0.045,0.012,0.028,0.037,0.029,0.002,0.001
2098,5660,0.135,0.042,0.026,0.024,0.042,0.068,0.069,0.043,0.004,0.082,0.010,0.041,0.077,0.030,0.050,0.042,0.029,0.031,0.041,0.012,0.042,0.012,0.036,0.002
2099,3544,0.139,0.029,0.079,0.082,0.017,0.061,0.083,0.046,0.039,0.035,0.019,0.026,0.055,0.110,0.037,0.050,0.045,0.025,0.010,0.015,0.000,0.000,0.000,0.000
2100,5799,0.125,0.033,0.065,0.060,0.008,0.045,0.032,0.073,0.054,0.003,0.017,0.008,0.041,0.236,0.020,0.038,0.046,0.035,0.046,0.015,0.000,0.000,0.000,0.000
2101,3685,0.145,0.070,0.053,0.011,0.064,0.055,0.041,0.068,0.073,0.042,0.046,0.055,0.059,0.022,0.021,0.033,0.028,0.040,0.020,0.019,0.008,0.004,0.015,0.009
2102,6319,0.147,0.008,0.027,0.057,0.064,0.023,0.068,0.022,0.069,0.034,0.073,0.028,0.024,0.032,0.034,0.034,0.024,0.033,0.050,0.023,0.044,0.035,0.027,0.022
2103,5571,0.126,0.027,0.074,0.049,0.058,0.031,0.020,0.030,0.031,0.030,0.069,0.038,0.074,0.108,0.031,0.045,0.042,0.047,0.049,0.018,0.000,0.000,0.000,0.000
2104,10065,0.126,0.068,0.018,0.030,0.036,0.081,0.007,0.036,0.048,0.073,0.032,0.051,0.021,0.162,0.035,0.030,0.048,0.041,0.043,0.007,0.006,0.000,0.000,0.000
2105,4620,0.104,0.018,0.012,0.006,0.067,0.064,0.034,0.013,0.011,0.028,0.037,0.047,0.047,0.025,0.046,0.044,0.046,0.031,0.013,0.036,0.025,0.033,0.025,0.028
2106,14373,0.118,0.064,0.075,0.073,0.022,0.080,0.003,0.029,0.020,0.082,0.012,0.068,0.030,0.091,0.046,0.027,0.026,0.028,0.018,0.010,0.037,0.033,0.008,0.000
2107,5671,0.144,0.004,0.002,0.063,0.069,0.063,0.066,0.070,0.002,0.003,0.077,0.078,0.082,0.033,0.048,0.033,0.026,0.028,0.020,0.035,0.016,0.021,0.017,0.000
2108,5271,0.121,0.045,0.076,0.040,0.075,0.064,0.016,0.032,0.047,0.059,0.079,0.072,0.007,0.010,0.028,0.043,0.046,0.049,0.015,0.007,0.000,0.040,0.008,0.017
2109,3719,0.145,0.000,0.065,0.022,0.077,0.026,0.079,0.016,0.059,0.041,0.058,0.035,0.016,0.079,0.030,0.038,0.035,0.030,0.046,0.019,0.005,0.011,0.004,0.036
2110,2905,0.113,0.004,0.065,0.006,0.018,0.019,0.041,0.044,0.003,0.052,0.005,0.073,0.056,0.011,0.034,0.037,0.027,0.031,0.044,0.044,0.012,0.041,0.009,0.020
2111,9406,0.149,0.016,0.070,0.034,0.016,0.033,0.035,0.064,0.009,0.027,0.055,0.017,0.024,0.075,0.040,0.041,0.041,0.027,0.029,0.038,0.047,0.008,0.000,0.019
2112,3743,0.142,0.050,0.055,0.013,0.010,0.059,0.022,0.019,0.046,0.068,0.065,0.061,0.074,0.087,0.028,0.047,0.025,0.046,0.038,0.026,0.019,0.000,0.000,0.000
2113,3237,0.137,0.040,0.011,0.042,0.016,0.083,0.005,0.043,0.075,0.054,0.004,0.055,0.062,0.068,0.049,0.045,0.041,0.028,0.038,0.013,0.044,0.011,0.021,0.012
2114,2923,0.110,0.070,0.018,0.059,0.021,0.055,0.007,0.082,0.008,0.073,0.062,0.076,0.063,0.022,0.049,0.026,0.031,0.038,0.024,0.001,0.039,0.010,0.020,0.000
2115,2711,0.146,0.013,0.022,0.053,0.023,0.076,0.042,0.065,0.068,0.013,0.074,0.024,0.025,0.112,0.039,0.038,0.031,0.039,0.021,0.002,0.012,0.033,0.002,0.000
2116,6095,0.107,0.001,0.051,0.028,0.055,0.031,0.074,0.009,0.003,0.016,0.025,0.046,0.081,0.018,0.038,0.027,0.033,0.041,0.032,0.028,0.011,0.009,0.040,0.011
2117,3384,0.143,0.018,0.037,0.055,0.068,0.065,0.024,0.018,0.024,0.042,0.021,0.004,0.057,0.143,0.039,0.042,0.036,0.024,0.025,0.038,0.030,0.023,0.017,0.010
2118,5691,0.150,0.032,0.082,0.033,0.080,0.029,0.038,0.078,0.033,0.045,0.043,0.015,0.007,0.017,0.040,0.032,0.034,0.039,0.036,0.018,0.028,0.007,0.045,0.023
2119,4477,0.114,0.044,0.021,0.064,0.051,0.076,0.001,0.024,0.074,0.073,0.028,0.001,0.012,0.038,0.028,0.049,0.042,0.027,0.018,0.027,0.048,0.016,0.022,0.008
2120,3218,0.107,0.049,0.072,0.027,0.023,0.066,0.077,0.063,0.083,0.074,0.072,0.010,0.049,0.021,0.039,0.025,0.043,0.036,0.046,0.017,0.000,0.000,0.000,0.000
2121,2966,0.137,0.040,0.017,0.018,0.061,0.019,0.067,0.072,0.045,0.063,0.071,0.021,0.039,0.255,0.039,0.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2122,4096,0.119,0.008,0.083,0.076,0.077,0.052,0.079,0.008,0.008,0.076,0.019,0.024,0.040,0.114,0.043,0.044,0.040,0.025,0.044,0.004,0.017,0.000,0.000,0.000
2123,2868,0.100,0.058,0.056,0.007,0.061,0.042,0.072,0.040,0.045,0.031,0.080,0.011,0.005,0.068,0.031,0.035,0.038,0.049,0.013,0.008,0.022,0.021,0.042,0.035
2124,6679,0.112,0.019,0.030,0.080,0.001,0.052,0.046,0.042,0.001,0.057,0.004,0.026,0.078,0.033,0.047,0.048,0.037,0.044,0.010,0.048,0.004,0.026,0.030,0.030
2125,4157,0.135,0.018,0.081,0.081,0.071,0.020,0.057,0.056,0.071,0.018,0.002,0.036,0.043,0.063,0.041,0.046,0.025,0.037,0.035,0.001,0.006,0.043,0.004,0.011
2126,3552,0.121,0.046,0.065,0.011,0.071,0.043,0.024,0.016,0.003,0.083,0.080,0.010,0.025,0.023,0.030,0.046,0.020,0.035,0.009,0.015,0.046,0.003,0.012,0.001
2127,5201,0.134,0.021,0.070,0.073,0.026,0.043,0.074,0.055,0.063,0.006,0.013,0.026,0.010,0.153,0.047,0.047,0.023,0.049,0.033,0.029,0.006,0.000,0.000,0.000
2128,2958,0.102,0.045,0.031,0.008,0.045,0.025,0.004,0.061,0.078,0.074,0.064,0.049,0.042,0.043,0.035,0.046,0.031,0.035,0.003,0.011,0.033,0.025,0.014,0.041
2129,4675,0.144,0.062,0.018,0.028,0.047,0.023,0.036,0.072,0.080,0.044,0.058,0.042,0.066,0.081,0.028,0.045,0.033,0.039,0.011,0.012,0.019,0.010,0.000,0.000
2130,9182,0.134,0.024,0.066,0.052,0.016,0.062,0.073,0.013,0.035,0.033,0.071,0.004,0.062,0.085,0.025,0.048,0.047,0.039,0.001,0.007,0.017,0.013,0.049,0.023
2131,3260,0.134,0.078,0.005,0.055,0.008,0.033,0.008,0.062,0.069,0.032,0.058,0.025,0.010,0.077,0.040,0.027,0.050,0.038,0.005,0.040,0.001,0.014,0.035,0.039
2132,5111,0.106,0.019,0.070,0.033,0.052,0.054,0.058,0.011,0.030,0.026,0.050,0.052,0.043,0.015,0.044,0.038,0.040,0.047,0.029,0.002,0.006,0.034,0.036,0.005
2133,4599,0.149,0.062,0.015,0.013,0.032,0.010,0.030,0.045,0.026,0.007,0.002,0.051,0.012,0.331,0.037,0.020,0.043,0.045,0.042,0.029,0.000,0.000,0.000,0.000
2134,3122,0.108,0.073,0.053,0.056,0.072,0.061,0.042,0.074,0.020,0.043,0.055,0.006,0.003,0.052,0.034,0.036,0.027,0.030,0.008,0.018,0.043,0.029,0.016,0.010
2135,3473,0.100,0.055,0.070,0.062,0.018,0.023,0.046,0.061,0.029,0.030,0.057,0.030,0.030,0.023,0.040,0.047,0.033,0.024,0.039,0.002,0.013,0.006,0.039,0.042
2136,3102,0.120,0.006,0.020,0.037,0.057,0.009,0.041,0.015,0.064,0.031,0.008,0.018,0.063,0.091,0.045,0.022,0.046,0.044,0.006,0.010,0.018,0.050,0.041,0.018
2137,5847,0.127,0.075,0.077,0.061,0.045,0.039,0.071,0.052,0.057,0.060,0.006,0.082,0.060,0.188,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2138,3482,0.141,0.059,0.032,0.048,0.078,0.046,0.042,0.043,0.012,0.077,0.019,0.017,0.056,0.015,0.031,0.023,0.028,0.048,0.018,0.033,0.009,0.002,0.050,0.006
2139,3175,0.106,0.075,0.065,0.074,0.056,0.000,0.074,0.021,0.058,0.051,0.008,0.035,0.010,0.008,0.047,0.029,0.039,0.023,0.022,0.016,0.044,0.009,0.012,0.033
2140,4972,0.135,0.057,0.038,0.048,0.007,0.035,0.039,0.008,0.000,0.016,0.080,0.043,0.004,0.332,0.029,0.048,0.026,0.041,0.003,0.011,0.000,0.000,0.000,0.000
2141,3671,0.101,0.059,0.076,0.080,0.053,0.030,0.041,0.012,0.060,0.075,0.046,0.052,0.020,0.024,0.025,0.026,0.028,0.033,0.043,0.039,0.003,0.026,0.047,0.000
2142,3612,0.137,0.076,0.077,0.014,0.006,0.017,0.053,0.055,0.075,0.049,0.044,0.013,0.063,0.323,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2143,6695,0.120,0.021,0.012,0.022,0.003,0.012,0.058,0.060,0.062,0.045,0.027,0.030,0.054,0.064,0.034,0.043,0.050,0.044,0.048,0.013,0.018,0.027,0.040,0.013
2144,2911,0.111,0.061,0.002,0.023,0.014,0.013,0.037,0.080,0.047,0.081,0.080,0.075,0.009,0.054,0.038,0.045,0.023,0.041,0.018,0.047,0.022,0.014,0.006,0.039
2145,4375,0.134,0.062,0.022,0.073,0.080,0.081,0.069,0.051,0.058,0.081,0.039,0.054,0.039,0.099,0.039,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2146,3570,0.119,0.019,0.045,0.000,0.048,0.056,0.059,0.068,0.018,0.041,0.007,0.069,0.035,0.023,0.048,0.043,0.036,0.027,0.016,0.035,0.010,0.034,0.025,0.031
2147,2747,0.136,0.060,0.075,0.054,0.010,0.064,0.066,0.071,0.015,0.065,0.020,0.026,0.047,0.017,0.029,0.035,0.024,0.043,0.034,0.043,0.049,0.014,0.005,0.000
2148,4949,0.110,0.049,0.047,0.072,0.044,0.072,0.040,0.038,0.005,0.055,0.043,0.041,0.034,0.094,0.039,0.037,0.036,0.022,0.008,0.014,0.035,0.026,0.011,0.029
2149,8228,0.127,0.060,0.077,0.077,0.016,0.006,0.042,0.016,0.058,0.008,0.001,0.005,0.010,0.035,0.046,0.050,0.023,0.022,0.023,0.008,0.024,0.031,0.012,0.001
2150,2933,0.144,0.040,0.023,0.045,0.051,0.011,0.065,0.037,0.050,0.020,0.007,0.073,0.058,0.041,0.022,0.030,0.025,0.047,0.026,0.018,0.011,0.011,0.047,0.006
2151,3627,0.115,0.046,0.003,0.069,0.058,0.067,0.010,0.078,0.036,0.001,0.008,0.046,0.068,0.042,0.036,0.021,0.027,0.023,0.027,0.029,0.001,0.003,0.045,0.043
2152,4971,0.134,0.009,0.021,0.066,0.013,0.023,0.014,0.076,0.032,0.000,0.016,0.030,0.057,0.014,0.043,0.049,0.042,0.027,0.001,0.039,0.011,0.043,0.039,0.044
2153,3970,0.117,0.074,0.075,0.042,0.055,0.040,0.056,0.035,0.066,0.083,0.081,0.078,0.018,0.179,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2154,5599,0.146,0.065,0.063,0.051,0.037,0.043,0.064,0.058,0.057,0.043,0.027,0.035,0.018,0.292,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2155,4121,0.125,0.038,0.016,0.032,0.033,0.033,0.022,0.012,0.057,0.038,0.061,0.023,0.062,0.256,0.029,0.032,0.047,0.027,0.022,0.037,0.000,0.000,0.000,0.000
2156,3459,0.140,0.061,0.047,0.028,0.020,0.018,0.042,0.069,0.062,0.067,0.083,0.001,0.035,0.159,0.020,0.037,0.030,0.038,0.042,0.000,0.000,0.000,0.000,0.000
2157,5183,0.106,0.002,0.055,0.074,0.063,0.069,0.007,0.009,0.049,0.030,0.066,0.054,0.031,0.096,0.043,0.045,0.049,0.029,0.027,0.012,0.033,0.026,0.026,0.000
2158,3745,0.140,0.008,0.054,0.024,0.025,0.064,0.067,0.066,0.065,0.033,0.044,0.035,0.007,0.100,0.042,0.028,0.049,0.035,0.018,0.036,0.037,0.023,0.000,0.000
2159,3420,0.108,0.005,0.020,0.017,0.018,0.037,0.023,0.037,0.008,0.025,0.064,0.073,0.020,0.113,0.046,0.044,0.037,0.032,0.003,0.041,0.009,0.043,0.023,0.009
2160,3575,0.101,0.047,0.028,0.053,0.011,0.007,0.058,0.036,0.036,0.049,0.022,0.008,0.019,0.047,0.029,0.048,0.043,0.041,0.001,0.043,0.030,0.049,0.030,0.043
2161,5553,0.117,0.006,0.011,0.011,0.032,0.041,0.005,0.031,0.008,0.008,0.014,0.019,0.059,0.069,0.020,0.024,0.033,0.048,0.036,0.023,0.011,0.023,0.025,0.005
2162,4213,0.137,0.051,0.078,0.019,0.041,0.034,0.021,0.020,0.082,0.058,0.004,0.034,0.003,0.074,0.039,0.023,0.025,0.024,0.020,0.009,0.021,0.025,0.012,0.020
2163,2951,0.105,0.044,0.020,0.019,0.038,0.007,0.004,0.034,0.013,0.038,0.007,0.074,0.017,0.045,0.025,0.044,0.024,0.038,0.046,0.048,0.005,0.002,0.047,0.010
2164,2945,0.112,0.053,0.076,0.014,0.026,0.063,0.010,0.006,0.014,0.040,0.006,0.043,0.030,0.030,0.034,0.050,0.027,0.037,0.029,0.048,0.043,0.016,0.017,0.004
2165,5783,0.114,0.045,0.016,0.066,0.024,0.056,0.026,0.005,0.042,0.023,0.042,0.029,0.003,0.035,0.049,0.022,0.035,0.020,0.001,0.033,0.033,0.039,0.045,0.019
2166,7652,0.130,0.038,0.005,0.023,0.069,0.063,0.035,0.081,0.077,0.081,0.031,0.083,0.007,0.047,0.038,0.041,0.033,0.023,0.033,0.022,0.025,0.018,0.000,0.000
2167,5513,0.131,0.025,0.036,0.067,0.055,0.031,0.077,0.055,0.022,0.045,0.015,0.075,0.003,0.019,0.029,0.050,0.047,0.035,0.011,0.036,0.043,0.024,0.015,0.038
2168,3648,0.119,0.012,0.053,0.008,0.058,0.065,0.027,0.008,0.026,0.009,0.003,0.056,0.019,0.054,0.045,0.040,0.039,0.023,0.009,0.049,0.037,0.017,0.000,0.017
2169,3861,0.103,0.058,0.073,0.044,0.011,0.024,0.004,0.031,0.083,0.003,0.039,0.061,0.000,0.066,0.047,0.039,0.041,0.025,0.033,0.026,0.039,0.018,0.003,0.046
2170,2700,0.138,0.062,0.031,0.042,0.057,0.034,0.002,0.003,0.041,0.063,0.008,0.061,0.070,0.050,0.029,0.049,0.040,0.029,0.028,0.007,0.009,0.028,0.030,0.000
2171,5001,0.114,0.021,0.045,0.032,0.033,0.029,0.034,0.072,0.083,0.029,0.039,0.081,0.016,0.053,0.035,0.031,0.029,0.037,0.042,0.018,0.034,0.037,0.045,0.000
2172,5308,0.121,0.061,0.073,0.043,0.040,0.059,0.045,0.025,0.079,0.039,0.007,0.027,0.072,0.027,0.046,0.023,0.027,0.035,0.040,0.019,0.007,0.007,0.030,0.042
2173,3088,0.117,0.004,0.055,0.079,0.035,0.050,0.026,0.019,0.019,0.035,0.069,0.075,0.049,0.070,0.030,0.035,0.032,0.022,0.045,0.030,0.020,0.018,0.046,0.017
2174,3517,0.134,0.035,0.022,0.009,0.062,0.054,0.018,0.055,0.036,0.058,0.041,0.061,0.037,0.145,0.021,0.032,0.047,0.048,0.032,0.050,0.006,0.000,0.000,0.000
2175,9285,0.122,0.071,0.010,0.071,0.055,0.018,0.011,0.027,0.071,0.070,0.070,0.014,0.006,0.105,0.041,0.035,0.022,0.028,0.019,0.028,0.017,0.047,0.007,0.034
2176,2872,0.137,0.076,0.037,0.042,0.071,0.030,0.038,0.017,0.081,0.030,0.028,0.063,0.053,0.029,0.040,0.032,0.043,0.024,0.017,0.046,0.049,0.018,0.000,0.000
2177,5601,0.125,0.000,0.057,0.066,0.033,0.071,0.001,0.031,0.063,0.060,0.007,0.075,0.041,0.040,0.042,0.026,0.034,0.023,0.037,0.006,0.019,0.031,0.008,0.033
2178,3665,0.111,0.069,0.070,0.054,0.072,0.057,0.052,0.001,0.078,0.033,0.074,0.008,0.076,0.036,0.028,0.029,0.043,0.042,0.048,0.018,0.000,0.000,0.000,0.000
2179,3810,0.146,0.023,0.053,0.034,0.047,0.074,0.043,0.026,0.018,0.017,0.080,0.030,0.044,0.067,0.048,0.030,0.041,0.025,0.013,0.023,0.017,0.008,0.049,0.001
2180,6828,0.139,0.050,0.033,0.015,0.070,0.029,0.015,0.041,0.059,0.026,0.009,0.082,0.014,0.069,0.040,0.037,0.048,0.022,0.015,0.032,0.050,0.045,0.031,0.000
2181,11121,0.116,0.067,0.002,0.028,0.068,0.053,0.052,0.046,0.082,0.039,0.057,0.016,0.047,0.009,0.049,0.029,0.043,0.021,0.009,0.032,0.033,0.046,0.020,0.017
2182,4973,0.145,0.069,0.010,0.029,0.081,0.074,0.036,0.009,0.029,0.075,0.038,0.005,0.051,0.022,0.039,0.038,0.022,0.037,0.012,0.041,0.016,0.036,0.010,0.029
2183,3838,0.120,0.025,0.045,0.051,0.076,0.074,0.013,0.049,0.063,0.070,0.064,0.052,0.054,0.099,0.043,0.035,0.026,0.026,0.015,0.000,0.000,0.000,0.000,0.000
2184,4476,0.128,0.014,0.018,0.054,0.011,0.042,0.058,0.003,0.051,0.045,0.031,0.052,0.081,0.046,0.033,0.042,0.029,0.028,0.014,0.002,0.015,0.012,0.030,0.006
2185,7078,0.119,0.062,0.019,0.044,0.009,0.042,0.069,0.073,0.011,0.019,0.049,0.018,0.038,0.100,0.034,0.039,0.026,0.049,0.015,0.021,0.010,0.026,0.047,0.046
2186,11505,0.106,0.061,0.033,0.027,0.015,0.068,0.019,0.030,0.010,0.018,0.054,0.025,0.077,0.070,0.036,0.027,0.036,0.047,0.036,0.034,0.007,0.016,0.042,0.047
2187,3767,0.110,0.048,0.023,0.016,0.007,0.017,0.048,0.067,0.034,0.000,0.018,0.051,0.048,0.024,0.046,0.048,0.021,0.029,0.029,0.013,0.045,0.045,0.048,0.019
2188,2678,0.130,0.006,0.078,0.045,0.074,0.020,0.070,0.050,0.066,0.057,0.008,0.041,0.038,0.046,0.045,0.033,0.030,0.048,0.013,0.017,0.032,0.005,0.033,0.015
2189,4011,0.112,0.041,0.027,0.034,0.052,0.044,0.070,0.006,0.066,0.073,0.019,0.052,0.078,0.212,0.027,0.038,0.046,0.004,0.000,0.000,0.000,0.000,0.000,0.000
2190,3359,0.121,0.082,0.055,0.001,0.064,0.028,0.058,0.067,0.039,0.040,0.051,0.059,0.015,0.024,0.028,0.029,0.040,0.041,0.027,0.013,0.028,0.022,0.020,0.039
2191,4125,0.122,0.069,0.060,0.000,0.047,0.049,0.063,0.038,0.002,0.044,0.082,0.035,0.081,0.081,0.035,0.032,0.044,0.045,0.014,0.044,0.001,0.000,0.011,0.000
2192,4866,0.107,0.037,0.070,0.067,0.062,0.057,0.035,0.050,0.051,0.003,0.076,0.081,0.078,0.082,0.040,0.035,0.040,0.028,0.000,0.000,0.000,0.000,0.000,0.000
2193,3632,0.120,0.012,0.080,0.068,0.077,0.022,0.000,0.057,0.057,0.056,0.013,0.038,0.074,0.012,0.042,0.031,0.047,0.025,0.001,0.019,0.029,0.029,0.035,0.000
2194,3104,0.122,0.053,0.075,0.063,0.063,0.030,0.082,0.066,0.045,0.023,0.047,0.019,0.056,0.007,0.026,0.035,0.033,0.029,0.033,0.004,0.027,0.030,0.016,0.014
2195,5150,0.150,0.012,0.026,0.082,0.055,0.077,0.073,0.039,0.014,0.032,0.039,0.068,0.063,0.071,0.025,0.043,0.026,0.049,0.020,0.036,0.000,0.000,0.000,0.000
2196,4219,0.109,0.029,0.078,0.028,0.004,0.082,0.043,0.068,0.025,0.052,0.009,0.070,0.074,0.039,0.031,0.046,0.024,0.035,0.006,0.050,0.045,0.034,0.018,0.000
2197,3268,0.139,0.059,0.076,0.083,0.002,0.008,0.026,0.013,0.064,0.067,0.061,0.029,0.020,0.232,0.035,0.028,0.043,0.015,0.000,0.000,0.000,0.000,0.000,0.000
2198,5849,0.107,0.040,0.015,0.051,0.013,0.042,0.058,0.080,0.055,0.020,0.011,0.036,0.024,0.018,0.037,0.026,0.033,0.045,0.023,0.020,0.043,0.024,0.017,0.025
2199,4788,0.108,0.053,0.040,0.006,0.062,0.073,0.079,0.036,0.006,0.033,0.045,0.053,0.036,0.130,0.028,0.034,0.044,0.036,0.037,0.040,0.019,0.000,0.000,0.000
